id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vegetation.type,domain,corrected.name
18186,Calliandra duckei Barneby,NA,Fabaceae,species,accepted,Calliandra duckei,NA,,Calliandra duckei,Arbusto|Árvore,Terrícola,Caatinga (stricto sensu),Caatinga,Calliandra duckei
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra dysantha dysantha,NA,NA,NA,NA,Calliandra dysantha
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra dysantha macrocephala,NA,NA,NA,NA,Calliandra dysantha var. macrocephala
18187,Calliandra dysantha Benth.,NA,Fabaceae,species,accepted,Calliandra dysantha,NA,,Calliandra dysantha,NA,NA,NA,NA,Calliandra dysantha
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra dysantha opulenta,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra dysantha turbinata,NA,NA,NA,NA,Calliandra dysantha var. turbinata
30936,Calliandra dysantha var. turbinata (Benth.) Barneby,NA,Fabaceae,variety,accepted,Calliandra dysantha var. turbinata,NA,,Calliandra dysantha var. turbinata,Arbusto,Terrícola,Cerrado (lato sensu),Cerrado,Calliandra dysantha var. turbinata
18188,Calliandra dysantha Benth. var. dysantha,NA,Fabaceae,variety,accepted,Calliandra dysantha var. dysantha,NA,was misspelled,Calliandra dysantha var.dysantha,Subarbusto,Terrícola,Caatinga (stricto sensu)|Campo Limpo|Cerrado (lato sensu),Caatinga|Cerrado,Calliandra dysantha
18189,Calliandra elegans Renvoize,NA,Fabaceae,species,accepted,Calliandra elegans,NA,,Calliandra elegans,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra elegans
18190,Calliandra erubescens Renvoize,NA,Fabaceae,species,accepted,Calliandra erubescens,NA,,Calliandra erubescens,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra erubescens
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra fasciculata bracteosa,NA,NA,NA,NA,Calliandra fasciculata bracteosa
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra fasciculata fasciculata,NA,NA,NA,NA,Calliandra fasciculata
25638,Calliandra fasciculata Benth.,NA,Fabaceae,species,accepted,Calliandra fasciculata,NA,,Calliandra fasciculata,NA,NA,NA,NA,Calliandra fasciculata
18191,Calliandra feioana Renvoize,NA,Fabaceae,species,accepted,Calliandra feioana,NA,,Calliandra feioana,Arbusto,Terrícola,Cerrado (lato sensu),Caatinga,Calliandra feioana
18191,Calliandra feioana Renvoize,NA,Fabaceae,species,accepted,Calliandra feioana,NA,replaced synonym,Calliandra feioanum,Arbusto,Terrícola,Cerrado (lato sensu),Caatinga,Calliandra feioana
18192,Calliandra fernandesii Barneby,NA,Fabaceae,species,accepted,Calliandra fernandesii,NA,,Calliandra fernandesii,Arbusto,Terrícola,Carrasco|Cerrado (lato sensu),Caatinga,Calliandra fernandesii
30945,Calliandra foliolosa Benth.,NA,Fabaceae,species,accepted,Calliandra foliolosa,NA,,Calliandra foliolosa,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Calliandra foliolosa
30945,Calliandra foliolosa Benth.,NA,Fabaceae,species,accepted,Calliandra foliolosa,NA,was misspelled,Calliandra foliosa,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Calliandra foliolosa
18193,Calliandra fuscipila Harms,NA,Fabaceae,species,accepted,Calliandra fuscipila,NA,,Calliandra fuscipila,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra fuscipila
18194,Calliandra ganevii Barneby,NA,Fabaceae,species,accepted,Calliandra ganevii,NA,,Calliandra ganevii,Subarbusto,Terrícola,Campo rupestre,Caatinga,Calliandra ganevii
30948,Calliandra gardneri Benth.,NA,Fabaceae,species,accepted,Calliandra gardneri,EN,,Calliandra gardneri,Subarbusto,Terrícola,Cerrado (lato sensu),Cerrado,Calliandra gardneri
111165,Calliandra geraisensis E.R.Souza & L.P.Queiroz,NA,Fabaceae,species,accepted,Calliandra geraisensis,NA,,Calliandra geraisensis,Arbusto,Terrícola,Campo Limpo|Cerrado (lato sensu),Caatinga,Calliandra geraisensis
18195,Calliandra germana Barneby,NA,Fabaceae,species,accepted,Calliandra germana,NA,,Calliandra germana,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra germana
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra glaziovii,NA,NA,NA,NA,Calliandra glaziovii
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra haematocephala,NA,NA,NA,NA,Calliandra haematocephala
18197,Calliandra harrisii (Lindl.) Benth.,NA,Fabaceae,species,accepted,Calliandra harrisii,NA,,Calliandra harrisii,Arbusto,Terrícola,Caatinga (stricto sensu)|Campo de Altitude|Carrasco|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Restinga,Caatinga|Cerrado|Mata Atlântica,Calliandra harrisii
18198,Calliandra hirsuticaulis Harms,NA,Fabaceae,species,accepted,Calliandra hirsuticaulis,NA,,Calliandra hirsuticaulis,Arbusto|Subarbusto,Terrícola,Campo rupestre,Caatinga,Calliandra hirsuticaulis
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra hirtiflora hirtiflora,NA,NA,NA,NA,Calliandra hirtiflora
18199,Calliandra hirtiflora Benth.,NA,Fabaceae,species,accepted,Calliandra hirtiflora,NA,,Calliandra hirtiflora,NA,NA,NA,NA,Calliandra hirtiflora
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra hirtiflora ripicola,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra hirtiflora rupicola,NA,NA,NA,NA,NA
18201,Calliandra hirtiflora var. ripicola Barneby,NA,Fabaceae,variety,accepted,Calliandra hirtiflora var. ripicola,NA,,Calliandra hirtiflora var. ripicola,Arbusto,Terrícola,Floresta Ciliar ou Galeria,Caatinga,NA
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra houstoniana calothyrsus,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra houstoniana,NA,NA,NA,NA,Calliandra houstoniana
18202,Calliandra hygrophila Mackinder & G.P.Lewis,NA,Fabaceae,species,accepted,Calliandra hygrophila,NA,,Calliandra hygrophila,Arbusto,Terrícola,Campo rupestre|Floresta Ciliar ou Galeria,Caatinga,Calliandra hygrophila
25639,Calliandra iligna Barneby,NA,Fabaceae,species,accepted,Calliandra iligna,NA,,Calliandra iligna,Subarbusto,Terrícola,Campo rupestre,Caatinga,Calliandra iligna
111167,Calliandra imbricata E.R.Souza & L.P.Queiroz,NA,Fabaceae,species,accepted,Calliandra imbricata,DD,,Calliandra imbricata,Arbusto,Terrícola,Campo Limpo,Caatinga,Calliandra imbricata
18203,Calliandra imperialis Barneby,NA,Fabaceae,species,accepted,Calliandra imperialis,NA,,Calliandra imperialis,Arbusto,Terrícola,Caatinga (stricto sensu),Caatinga,Calliandra imperialis
18204,Calliandra involuta Mackinder & G.P.Lewis,NA,Fabaceae,species,accepted,Calliandra involuta,NA,,Calliandra involuta,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra involuta
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra jacobiana,NA,NA,NA,NA,Calliandra calycina
82716,Calliandra jariensis Barneby,NA,Fabaceae,species,accepted,Calliandra jariensis,NA,,Calliandra jariensis,Árvore,Terrícola,Floresta de Terra Firme,Amazônia,Calliandra jariensis
18205,Calliandra lanata Benth.,NA,Fabaceae,species,accepted,Calliandra lanata,NA,,Calliandra lanata,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra lanata
82717,Calliandra laxa (Willd.) Benth.,NA,Fabaceae,species,accepted,Calliandra laxa,NA,,Calliandra laxa,NA,NA,NA,NA,Calliandra laxa
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra laxa stipulacea,NA,NA,NA,NA,Calliandra laxa var. stipulacea
18206,Calliandra leptopoda Benth.,NA,Fabaceae,species,accepted,Calliandra leptopoda,NA,,Calliandra leptopoda,Arbusto|Subarbusto,Terrícola,Caatinga (stricto sensu),Caatinga,Calliandra leptopoda
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra lewisii,NA,NA,NA,NA,Calliandra lewisii
30960,Calliandra linearis Benth.,NA,Fabaceae,species,accepted,Calliandra linearis,VU,,Calliandra linearis,Subarbusto,Terrícola,Campo rupestre,Cerrado,Calliandra linearis
18207,Calliandra lintea Barneby,NA,Fabaceae,species,accepted,Calliandra lintea,NA,,Calliandra lintea,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra lintea
30961,Calliandra longipes Benth.,NA,Fabaceae,species,accepted,Calliandra longipes,NA,,Calliandra longipes,Subarbusto,Terrícola,Campo Limpo|Cerrado (lato sensu),Cerrado,Calliandra longipes
18208,Calliandra longipinna Benth.,NA,Fabaceae,species,accepted,Calliandra longipinna,NA,,Calliandra longipinna,Subarbusto,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu),Caatinga,Calliandra longipinna
18209,Calliandra luetzelburgii Harms,NA,Fabaceae,species,accepted,Calliandra luetzelburgii,NA,,Calliandra luetzelburgii,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra luetzelburgii
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra macrocalyx aucta,NA,NA,NA,NA,Calliandra macrocalyx var. aucta
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra macrocalyx macrocalyx,NA,NA,NA,NA,Calliandra macrocalyx
18210,Calliandra macrocalyx Harms,NA,Fabaceae,species,accepted,Calliandra macrocalyx,NA,,Calliandra macrocalyx,NA,NA,NA,NA,Calliandra macrocalyx
30934,Calliandra dysantha var. macrocephala (Benth.) Barneby,NA,Fabaceae,variety,accepted,Calliandra dysantha var. macrocephala,NA,replaced synonym,Calliandra macrocephala,Subarbusto,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu),Cerrado,Calliandra dysantha var. macrocephala
18216,Calliandra parvifolia (Hook. & Arn.) Speg.,NA,Fabaceae,species,accepted,Calliandra parvifolia,NA,replaced synonym,Calliandra microphylla,Arbusto|Subarbusto,Terrícola,Campinarana|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa,Calliandra parvifolia
18213,Calliandra mucugeana Renvoize,NA,Fabaceae,species,accepted,Calliandra mucugeana,NA,,Calliandra mucugeana,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra mucugeana
18216,Calliandra parvifolia (Hook. & Arn.) Speg.,NA,Fabaceae,species,accepted,Calliandra parvifolia,NA,replaced synonym,Calliandra myriophylla,Arbusto|Subarbusto,Terrícola,Campinarana|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa,Calliandra parvifolia
18214,Calliandra nebulosa Barneby,NA,Fabaceae,species,accepted,Calliandra nebulosa,NA,,Calliandra nebulosa,Arbusto,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu),Caatinga,Calliandra nebulosa
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra oroboensis,NA,NA,NA,NA,Calliandra oroboensis
126262,Calliandra paganuccii E.R. Souza,NA,Fabaceae,species,accepted,Calliandra paganuccii,NA,,Calliandra paganuccii,Subarbusto,Terrícola,Campo rupestre,Caatinga,Calliandra paganuccii
82719,Calliandra parviflora Benth.,NA,Fabaceae,species,accepted,Calliandra parviflora,NA,,Calliandra parviflora,Arbusto,Terrícola,Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual,Amazônia|Caatinga|Cerrado,Calliandra parviflora
18216,Calliandra parvifolia (Hook. & Arn.) Speg.,NA,Fabaceae,species,accepted,Calliandra parvifolia,NA,,Calliandra parvifolia,Arbusto|Subarbusto,Terrícola,Campinarana|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa,Calliandra parvifolia
18217,Calliandra paterna Barneby,NA,Fabaceae,species,accepted,Calliandra paterna,NA,,Calliandra paterna,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra paterna
18216,Calliandra parvifolia (Hook. & Arn.) Speg.,NA,Fabaceae,species,accepted,Calliandra parvifolia,NA,replaced synonym,Calliandra peckoltii,Arbusto|Subarbusto,Terrícola,Campinarana|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa,Calliandra parvifolia
18218,Calliandra pilgerana Harms,NA,Fabaceae,species,accepted,Calliandra pilgerana,NA,,Calliandra pilgerana,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra pilgerana
18218,Calliandra pilgerana Harms,NA,Fabaceae,species,accepted,Calliandra pilgerana,NA,replaced synonym,Calliandra pilgeriana,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra pilgerana
23212,Zapoteca portoricensis Jacq.,NA,Fabaceae,species,accepted,Zapoteca portoricensis,NA,replaced synonym,Calliandra portoricensis,NA,NA,NA,NA,Zapoteca portoricensis
78850,Calliandra pubens Renvoize,NA,Fabaceae,species,accepted,Calliandra pubens,NA,,Calliandra pubens,Arbusto,Terrícola,Cerrado (lato sensu)|Floresta Ciliar ou Galeria,Caatinga,Calliandra pubens
18220,Calliandra renvoizeana Barneby,NA,Fabaceae,species,accepted,Calliandra renvoizeana,NA,,Calliandra renvoizeana,Subarbusto,Terrícola,Campo rupestre,Caatinga,Calliandra renvoizeana
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra riparia,NA,NA,NA,NA,Calliandra riparia
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra robusta,NA,NA,NA,NA,Calliandra calycina
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra rupicola,NA,NA,NA,NA,Calliandra pittieri var. polyphylla
30973,Calliandra santosiana Glaz. ex Barneby,NA,Fabaceae,species,accepted,Calliandra santosiana,DD,,Calliandra santosiana,Arbusto,Terrícola,Campo rupestre,Cerrado,Calliandra santosiana
82710,Calliandra brevipes Benth.,NA,Fabaceae,species,accepted,Calliandra brevipes,NA,replaced synonym,Calliandra selloi,Arbusto,Terrícola,Caatinga (stricto sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista,Amazônia|Caatinga|Cerrado|Mata Atlântica|Pampa,Calliandra brevipes
18221,Calliandra semisepulta Barneby,NA,Fabaceae,species,accepted,Calliandra semisepulta,VU,,Calliandra semisepulta,Subarbusto,Terrícola,Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu),Caatinga|Cerrado,Calliandra semisepulta
18205,Calliandra lanata Benth.,NA,Fabaceae,species,accepted,Calliandra lanata,NA,replaced synonym,Calliandra sericea,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra lanata
82724,Calliandra sessilis Benth.,NA,Fabaceae,species,accepted,Calliandra sessilis,NA,,Calliandra sessilis,Arbusto|Subarbusto,Terrícola,Caatinga (stricto sensu)|Campinarana|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu),Amazônia|Caatinga|Cerrado,Calliandra sessilis
30976,Calliandra silvicola Taub.,NA,Fabaceae,species,accepted,Calliandra silvicola,NA,,Calliandra silvicola,Arbusto,Terrícola,Floresta Ciliar ou Galeria,Cerrado,Calliandra sessilis
18223,Calliandra sincorana Harms,NA,Fabaceae,species,accepted,Calliandra sincorana,NA,,Calliandra sincorana,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra silvicola
22845,Calliandra Benth.,NA,Fabaceae,genus,accepted,Calliandra sp.,NA,,Calliandra sp.,NA,NA,NA,NA,NA
78851,Calliandra spinosa Ducke,NA,Fabaceae,species,accepted,Calliandra spinosa,NA,,Calliandra spinosa,Arbusto|Árvore,Terrícola,Caatinga (stricto sensu),Caatinga,Calliandra spinosa
18225,Calliandra squarrosa Benth.,NA,Fabaceae,species,accepted,Calliandra squarrosa,NA,,Calliandra squarrosa,Arbusto,Terrícola,Caatinga (stricto sensu)|Campo Limpo|Floresta Estacional Semidecidual,Caatinga,Calliandra squarrosa
30979,Calliandra staminea (Thunb.) Barneby,NA,Fabaceae,species,accepted,Calliandra staminea,NA,,Calliandra staminea,Arbusto,Terrícola,Floresta Ciliar ou Galeria,Cerrado,Calliandra staminea
18226,Calliandra stelligera Barneby,NA,Fabaceae,species,accepted,Calliandra stelligera,NA,,Calliandra stelligera,Subarbusto,Terrícola,Campo rupestre,Caatinga,Calliandra stelligera
18227,Calliandra subspicata Benth.,NA,Fabaceae,species,accepted,Calliandra subspicata,NA,,Calliandra subspicata,Arbusto,Terrícola,Caatinga (stricto sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),Caatinga|Mata Atlântica,Calliandra subspicata
22847,Calliandra surinamensis Benth.,NA,Fabaceae,species,accepted,Calliandra surinamensis,NA,,Calliandra surinamensis,Arbusto,Terrícola,Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Savana Amazônica,Amazônia,Calliandra surinamensis
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra tergemina,NA,NA,NA,NA,Calliandra tergemina
22848,Calliandra trinervia Benth.,NA,Fabaceae,species,accepted,Calliandra trinervia,NA,,Calliandra trinervia,NA,NA,NA,NA,Calliandra trinervia
NA,NA,NA,NA,NA,NA,NA,NA,not found,Calliandra trinervia trinervia,NA,NA,NA,NA,Calliandra trinervia
82729,Calliandra tsugoides R.S.Cowan,NA,Fabaceae,species,accepted,Calliandra tsugoides,NA,,Calliandra tsugoides,Arbusto,Terrícola,Savana Amazônica,Amazônia,Calliandra tsugoides
30936,Calliandra dysantha var. turbinata (Benth.) Barneby,NA,Fabaceae,variety,accepted,Calliandra dysantha var. turbinata,NA,replaced synonym,Calliandra turbinata,Arbusto,Terrícola,Cerrado (lato sensu),Cerrado,Calliandra dysantha var. turbinata
100920,Calliandra tweedii Benth.,NA,Fabaceae,species,accepted,Calliandra tweedii,NA,replaced synonym,Calliandra tweediei,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,Cerrado|Mata Atlântica,Calliandra tweedii
100920,Calliandra tweedii Benth.,NA,Fabaceae,species,accepted,Calliandra tweedii,NA,,Calliandra tweedii,Arbusto|Árvore,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga,Cerrado|Mata Atlântica,Calliandra tweedii
18228,Calliandra ulei Harms,NA,Fabaceae,species,accepted,Calliandra ulei,NA,,Calliandra ulei,Arbusto,Terrícola,Caatinga (stricto sensu),Caatinga,Calliandra ulei
82730,Calliandra umbellifera Benth.,NA,Fabaceae,species,accepted,Calliandra umbellifera,NA,,Calliandra umbellifera,Arbusto,Terrícola,Carrasco|Cerrado (lato sensu),Caatinga|Cerrado,Calliandra umbellifera
82731,Calliandra virgata Benth.,NA,Fabaceae,species,accepted,Calliandra virgata,NA,,Calliandra virgata,Subarbusto,Terrícola,Cerrado (lato sensu),Cerrado,Calliandra virgata
18230,Calliandra viscidula Benth.,NA,Fabaceae,species,accepted,Calliandra viscidula,NA,,Calliandra viscidula,Arbusto,Terrícola,Campo rupestre,Caatinga,Calliandra viscidula
