"id","scientific.name","accepted.name","family","taxon.rank","taxon.status","search.str","threat.status","notes","original.search","life.form","habitat","vegetation.type","domain"
85166,"Aciotis circaeifolia (Bonpl.) Triana",NA,"Melastomataceae","species","accepted","Aciotis circaeifolia",NA,"replaced synonym","Aciotis longifolia","Erva|Subarbusto","Terrícola","Campo de Várzea|Floresta de Terra Firme|Floresta de Várzea","Amazônia"
85178,"Aciotis olivieriana Freire-Fierro",NA,"Melastomataceae","species","accepted","Aciotis olivieriana",NA,"","Aciotis olivieriana","Erva","Terrícola","Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea","Amazônia"
9391,"Aciotis ornata (Miq.) Gleason",NA,"Melastomataceae","species","accepted","Aciotis ornata",NA,"","Aciotis ornata","Erva","Terrícola","Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Mata Atlântica"
9392,"Aciotis paludosa (Mart. ex DC.) Triana",NA,"Melastomataceae","species","accepted","Aciotis paludosa",NA,"","Aciotis paludosa","Erva","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista","Cerrado|Mata Atlântica"
23683,"Aciotis polystachya (Bonpl.) Triana",NA,"Melastomataceae","species","accepted","Aciotis polystachya",NA,"","Aciotis polystachya","Erva","Terrícola","Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea","Amazônia"
19605,"Aciotis purpurascens (Aubl.) Triana",NA,"Melastomataceae","species","accepted","Aciotis purpurascens",NA,"","Aciotis purpurascens","Arbusto|Erva|Subarbusto","Terrícola","Campo de Várzea|Floresta de Terra Firme|Floresta de Várzea","Amazônia"
9393,"Aciotis rubricaulis (Mart. ex DC.) Triana",NA,"Melastomataceae","species","accepted","Aciotis rubricaulis",NA,"","Aciotis rubricaulis","Arbusto|Erva|Subarbusto","Terrícola","Área Antrópica|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Aciotis undesignated",NA,NA,NA,NA
9394,"Aciotis viscida (Benth.) Freire-Fierro",NA,"Melastomataceae","species","accepted","Aciotis viscida",NA,"","Aciotis viscida","Erva|Subarbusto","Terrícola","Área Antrópica|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Mata Atlântica"
85180,"Aciotis wurdackiana Freire-Fierro",NA,"Melastomataceae","species","accepted","Aciotis wurdackiana",NA,"","Aciotis wurdackiana","Erva","Terrícola","Floresta de Igapó|Floresta de Várzea","Amazônia"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera alsinaefolia alsinaefolia",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera alsinaefolia glazioviana",NA,NA,NA,NA
25779,"Acisanthera alsinaefolia (Mart.& Schrank ex DC.) Triana",NA,"Melastomataceae","species","accepted","Acisanthera alsinaefolia",NA,"","Acisanthera alsinaefolia","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)","Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera alsinaefolia parvifolia",NA,NA,NA,NA
596337,"Acisanthera alsinefolia (Mart. &amp Schrank ex DC.) Triana",NA,"Melastomataceae","species",NA,"Acisanthera alsinefolia",NA,"was misspelled|check undefined status","Acisanthera alsinifolia",NA,NA,NA,NA
605104,"Noterophila bivalvis (Aubl.) Kriebel & M.J.R.Rocha",NA,"Melastomataceae","species","accepted","Noterophila bivalvis",NA,"replaced synonym","Acisanthera bivalvis",NA,NA,NA,NA
30611,"Acisanthera divaricata Cogn.",NA,"Melastomataceae","species","synonym","Acisanthera divaricata",NA,"check no accepted name","Acisanthera divaricata",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera erecta",NA,NA,NA,NA
30612,"Acisanthera fluitans Cogn.",NA,"Melastomataceae","species","synonym","Acisanthera fluitans",NA,"check no accepted name","Acisanthera fluitans",NA,NA,NA,NA
605116,"Noterophila genliseoides (Hoehne) Kriebel & M.J.R.Rocha",NA,"Melastomataceae","species","accepted","Noterophila genliseoides",NA,"replaced synonym","Acisanthera genliseoides",NA,NA,NA,NA
25779,"Acisanthera alsinaefolia (Mart.& Schrank ex DC.) Triana",NA,"Melastomataceae","species","accepted","Acisanthera alsinaefolia",NA,"replaced synonym","Acisanthera glazioviana","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)","Caatinga|Cerrado|Mata Atlântica"
605217,"Dicrananthera hedyotidea C.Presl.",NA,"Melastomataceae","species","accepted","Dicrananthera hedyotidea",NA,"replaced synonym","Acisanthera hedyotidea",NA,NA,NA,"Amazônia|Mata Atlântica"
605217,"Dicrananthera hedyotidea C.Presl.",NA,"Melastomataceae","species","accepted","Dicrananthera hedyotidea",NA,"was misspelled|replaced synonym","Acisanthera hedyotoidea",NA,NA,NA,"Amazônia|Mata Atlântica"
116066,"Acisanthera inundata (DC.) Triana",NA,"Melastomataceae","species","synonym","Acisanthera inundata",NA,"check no accepted name","Acisanthera inundata",NA,NA,NA,NA
605117,"Noterophila limnobios (DC.) Mart.",NA,"Melastomataceae","species","accepted","Noterophila limnobios",NA,"replaced synonym","Acisanthera limnobios",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera paraguayensis",NA,NA,NA,NA
133200,"Acisanthera pulchella Cogn.",NA,"Melastomataceae","species","synonym","Acisanthera pulchella",NA,"check no accepted name","Acisanthera pulchella",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera punctatissima gardneri",NA,NA,NA,NA
30616,"Acisanthera uniflora (Vahl) Gleason",NA,"Melastomataceae","species","accepted","Acisanthera uniflora",NA,"replaced synonym","Acisanthera punctatissima","Erva|Subarbusto","Terrícola",NA,"Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera quadrata",NA,NA,NA,NA
605119,"Noterophila rosulans (Huber) Kriebel & M.J.R.Rocha",NA,"Melastomataceae","species","accepted","Noterophila rosulans",NA,"replaced synonym","Acisanthera rosulans",NA,NA,NA,NA
9395,"Acisanthera P.Browne",NA,"Melastomataceae","genus","accepted","Acisanthera sp.",NA,"","Acisanthera sp.",NA,NA,NA,NA
605124,"Rostranthera tetraptera (Cogn.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Rostranthera tetraptera",NA,"replaced synonym","Acisanthera tetraptera","Subarbusto","Rupícola|Terrícola","Campinarana|Savana Amazônica","Amazônia"
30616,"Acisanthera uniflora (Vahl) Gleason",NA,"Melastomataceae","species","accepted","Acisanthera uniflora",NA,"","Acisanthera uniflora","Erva|Subarbusto","Terrícola",NA,"Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera variabilis glabriuscula",NA,NA,NA,NA
19606,"Acisanthera variabilis (Naud.) Triana",NA,"Melastomataceae","species","accepted","Acisanthera variabilis",NA,"","Acisanthera variabilis","Erva|Subarbusto","Terrícola","Campo rupestre|Floresta Estacional Semidecidual","Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Acisanthera variabilis triflora",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Appendicularia pullei",NA,NA,NA,NA
85200,"Appendicularia thymifolia (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Appendicularia thymifolia",NA,"","Appendicularia thymifolia","Erva","Terrícola","Campinarana","Amazônia"
109539,"Comolia berberifolia (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Comolia berberifolia",NA,"","Comolia berberifolia","Subarbusto","Terrícola",NA,NA
604555,"Fritzschia edmundoi (Brade) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia edmundoi","EN","replaced synonym","Comolia edmundoi","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado"
604557,"Fritzschia lanceiflora (Mart. & Schrank ex DC.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia lanceiflora",NA,"replaced synonym","Comolia lanceaeflora","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
604557,"Fritzschia lanceiflora (Mart. & Schrank ex DC.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia lanceiflora",NA,"replaced synonym","Comolia lanceiflora","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Comolia lanceifolia",NA,NA,NA,NA
85240,"Comolia microphylla Benth.",NA,"Melastomataceae","species","accepted","Comolia microphylla",NA,"","Comolia microphylla","Arbusto|Subarbusto","Terrícola","Campinarana|Campo de Várzea","Amazônia"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Comolia ovalifolia acutifolia",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Comolia ovalifolia denudata",NA,NA,NA,NA
9454,"Comolia ovalifolia (DC.) Triana",NA,"Melastomataceae","species","accepted","Comolia ovalifolia",NA,"","Comolia ovalifolia","Erva|Subarbusto","Terrícola","Floresta Estacional Semidecidual|Restinga","Mata Atlântica"
85242,"Comolia villosa (Aubl.) Triana",NA,"Melastomataceae","species","accepted","Comolia villosa",NA,"replaced synonym","Comolia purpurea","Arbusto|Subarbusto","Terrícola","Campinarana|Restinga|Savana Amazônica","Amazônia|Caatinga|Mata Atlântica"
604559,"Fritzschia sertularia (Schrank & Mart. ex DC.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia sertularia",NA,"replaced synonym","Comolia sertularia","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Comolia sessilis microcarpa",NA,NA,NA,NA
604560,"Fritzschia sessilis (Spreng.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia sessilis",NA,"replaced synonym","Comolia sessilis","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
109558,"Comolia smithii Wurdack",NA,"Melastomataceae","species","accepted","Comolia smithii",NA,"","Comolia smithii","Arbusto|Subarbusto","Terrícola","Campinarana|Floresta de Terra Firme","Amazônia"
604561,"Fritzschia stenodon (Naudin) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia stenodon",NA,"replaced synonym","Comolia stenodon","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Comolia undesignated",NA,NA,NA,NA
85242,"Comolia villosa (Aubl.) Triana",NA,"Melastomataceae","species","accepted","Comolia villosa",NA,"was misspelled|replaced synonym","Comolia veronicifolia","Arbusto|Subarbusto","Terrícola","Campinarana|Restinga|Savana Amazônica","Amazônia|Caatinga|Mata Atlântica"
85242,"Comolia villosa (Aubl.) Triana",NA,"Melastomataceae","species","accepted","Comolia villosa",NA,"","Comolia villosa","Arbusto|Subarbusto","Terrícola","Campinarana|Restinga|Savana Amazônica","Amazônia|Caatinga|Mata Atlântica"
109556,"Comolia violacea (DC.) Triana",NA,"Melastomataceae","species","synonym","Comolia violacea",NA,"check no accepted name","Comolia violacea",NA,NA,NA,NA
85246,"Ernestia confertiflora Wurdack",NA,"Melastomataceae","species","accepted","Ernestia confertiflora",NA,"","Ernestia confertiflora","Subarbusto","Terrícola","Floresta de Terra Firme|Floresta de Várzea|Vegetação Sobre Afloramentos Rochosos","Amazônia"
108808,"Ernestia granvillei Wurdack",NA,"Melastomataceae","species","accepted","Ernestia granvillei",NA,"","Ernestia granvillei","Arbusto","Terrícola","Campinarana|Vegetação Sobre Afloramentos Rochosos","Amazônia"
108809,"Ernestia pullei Gleason",NA,"Melastomataceae","species","accepted","Ernestia pullei",NA,"","Ernestia pullei","Arbusto|Subarbusto","Terrícola","Campinarana|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",NA
112028,"Fritzschia anisostemon Cham.",NA,"Melastomataceae","species","accepted","Fritzschia anisostemon","DD","","Fritzschia anisostemon","Erva","Terrícola","Campo rupestre","Cerrado"
606642,"Fritzschia atropurpurea D.Nunes, M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia atropurpurea",NA,"","Fritzschia atropurpurea","Erva","Terrícola","Campo rupestre",NA
19636,"Marcetia bahiana (Ule) A.B.Martins",NA,"Melastomataceae","species","accepted","Marcetia bahiana","EN","replaced synonym","Fritzschia bahiana","Subarbusto","Rupícola","Campo rupestre|Cerrado (lato sensu)","Caatinga"
606335,"Fritzschia cordifolia R.Romero, D.Nunes & M.J.R.Rocha",NA,"Melastomataceae","species","accepted","Fritzschia cordifolia",NA,"","Fritzschia cordifolia","Arbusto","Terrícola","Campo rupestre","Cerrado"
604555,"Fritzschia edmundoi (Brade) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia edmundoi","EN","","Fritzschia edmundoi","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado"
9468,"Fritzschia erecta Cham.",NA,"Melastomataceae","species","accepted","Fritzschia erecta",NA,"","Fritzschia erecta","Erva","Terrícola","Campo Limpo|Campo rupestre","Cerrado"
604556,"Fritzschia furnensis R.Romero & M.J.R.Rocha",NA,"Melastomataceae","species","accepted","Fritzschia furnensis",NA,"","Fritzschia furnensis","Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)","Cerrado"
112025,"Fritzschia integrifolia Cham.",NA,"Melastomataceae","species","accepted","Fritzschia integrifolia","DD","","Fritzschia integrifolia","Erva","Terrícola","Campo rupestre","Cerrado"
604557,"Fritzschia lanceiflora (Mart. & Schrank ex DC.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia lanceiflora",NA,"was misspelled","Fritzschia lanceaeflora","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
604557,"Fritzschia lanceiflora (Mart. & Schrank ex DC.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia lanceiflora",NA,"","Fritzschia lanceiflora","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
605048,"Fritzschia rupestris R.Pacifico, Almeda & D.Nunes",NA,"Melastomataceae","species","accepted","Fritzschia rupestris",NA,"","Fritzschia rupestris","Arbusto","Rupícola|Terrícola","Campo rupestre","Cerrado"
604559,"Fritzschia sertularia (Schrank & Mart. ex DC.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia sertularia",NA,"","Fritzschia sertularia","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Fritzschia sessile",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Fritzschia sessilis microcarpa",NA,NA,NA,NA
604560,"Fritzschia sessilis (Spreng.) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia sessilis",NA,"","Fritzschia sessilis","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Fritzschia stenodon major",NA,NA,NA,NA
604561,"Fritzschia stenodon (Naudin) M.J.R.Rocha & P.J.F.Guim.",NA,"Melastomataceae","species","accepted","Fritzschia stenodon",NA,"","Fritzschia stenodon","Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Fritzschia violacea",NA,NA,NA,NA
19634,"Macairea radula (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Macairea radula",NA,"replaced synonym","Macairea adenostemon","Arbusto|Árvore|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
19633,"Macairea pachyphylla Benth.",NA,"Melastomataceae","species","accepted","Macairea pachyphylla",NA,"replaced synonym","Macairea calvescens","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme","Amazônia|Cerrado"
19634,"Macairea radula (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Macairea radula",NA,"replaced synonym","Macairea goyazensis","Arbusto|Árvore|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
19633,"Macairea pachyphylla Benth.",NA,"Melastomataceae","species","accepted","Macairea pachyphylla",NA,"replaced synonym","Macairea hoehnei","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme","Amazônia|Cerrado"
19634,"Macairea radula (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Macairea radula",NA,"replaced synonym","Macairea macedoi","Arbusto|Árvore|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
19634,"Macairea radula (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Macairea radula",NA,"replaced synonym","Macairea mosenii","Arbusto|Árvore|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
85314,"Macairea multinervia Benth.",NA,"Melastomataceae","species","accepted","Macairea multinervia",NA,"","Macairea multinervia","Arbusto|Subarbusto","Terrícola","Floresta de Terra Firme|Floresta de Várzea","Amazônia"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Macairea neblinae",NA,NA,NA,NA
19633,"Macairea pachyphylla Benth.",NA,"Melastomataceae","species","accepted","Macairea pachyphylla",NA,"","Macairea pachyphylla","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme","Amazônia|Cerrado"
19634,"Macairea radula (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Macairea radula",NA,"","Macairea radula","Arbusto|Árvore|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Macairea rosea",NA,NA,NA,NA
598408,"Macairea rufescens DC.",NA,"Melastomataceae","species","accepted","Macairea rufescens",NA,"","Macairea rufescens","Arbusto",NA,NA,"Amazônia"
19634,"Macairea radula (Bonpl.) DC.",NA,"Melastomataceae","species","accepted","Macairea radula",NA,"replaced synonym","Macairea sericea","Arbusto|Árvore|Subarbusto","Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
115263,"Macairea spruceana O.Berg ex Triana",NA,"Melastomataceae","species","accepted","Macairea spruceana",NA,"","Macairea spruceana","Arbusto","Terrícola","Campo de Várzea|Floresta de Terra Firme|Floresta de Várzea","Amazônia"
85319,"Macairea stylosa Triana",NA,"Melastomataceae","species","accepted","Macairea stylosa",NA,"","Macairea stylosa","Arbusto|Árvore","Terrícola","Campo de Várzea|Floresta de Igapó","Amazônia"
85320,"Macairea theresiae Cogn.",NA,"Melastomataceae","species","accepted","Macairea theresiae",NA,"","Macairea theresiae","Arbusto|Árvore","Terrícola","Campinarana|Campo de Várzea|Floresta de Terra Firme","Amazônia"
23724,"Macairea thyrsiflora DC.",NA,"Melastomataceae","species","accepted","Macairea thyrsiflora",NA,"","Macairea thyrsiflora","Arbusto|Subarbusto","Terrícola","Campinarana|Campo de Várzea|Cerrado (lato sensu)","Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Macairea undesignated",NA,NA,NA,NA
30702,"Marcetia acerosa Schrank & Mart. ex DC.",NA,"Melastomataceae","species","accepted","Marcetia acerosa",NA,"","Marcetia acerosa","Arbusto|Subarbusto","Terrícola","Campo de Várzea|Campo rupestre","Cerrado"
19635,"Marcetia alba Ule",NA,"Melastomataceae","species","accepted","Marcetia alba","CR","","Marcetia alba","Subarbusto","Rupícola","Campo rupestre","Caatinga"
19636,"Marcetia bahiana (Ule) A.B.Martins",NA,"Melastomataceae","species","accepted","Marcetia bahiana","EN","","Marcetia bahiana","Subarbusto","Rupícola","Campo rupestre|Cerrado (lato sensu)","Caatinga"
19637,"Marcetia bahiensis (Brade & Markgr.) Wurdack",NA,"Melastomataceae","species","accepted","Marcetia bahiensis",NA,"","Marcetia bahiensis","Arbusto|Subarbusto","Rupícola|Terrícola","Campo de Altitude|Campo rupestre|Cerrado (lato sensu)","Caatinga|Cerrado"
105193,"Marcetia bracteolaris (Schrank & Mart. ex DC.) O.Berg. ex Cogn.",NA,"Melastomataceae","species","accepted","Marcetia bracteolaris","DD","","Marcetia bracteolaris","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)","Caatinga|Cerrado|Mata Atlântica"
106876,"Marcetia candolleana A.K.A.Santos A.B.Martins",NA,"Melastomataceae","species","accepted","Marcetia candolleana",NA,"","Marcetia candolleana","Arbusto|Subarbusto","Terrícola","Campo rupestre","Caatinga"
19638,"Marcetia canescens Naudin",NA,"Melastomataceae","species","accepted","Marcetia canescens",NA,"","Marcetia canescens","Arbusto|Erva|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)","Caatinga|Cerrado"
139896,"Marcetia cardosoana A.K.A.Santos & A.B.Martins",NA,"Melastomataceae","species","accepted","Marcetia cardosoana",NA,"","Marcetia cardosoana","Arbusto","Rupícola|Terrícola","Campo rupestre","Caatinga"
9648,"Marcetia taxifolia (A.St.-Hil.) DC.",NA,"Melastomataceae","species","accepted","Marcetia taxifolia",NA,"replaced synonym","Marcetia cordigera","Arbusto|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
9648,"Marcetia taxifolia (A.St.-Hil.) DC.",NA,"Melastomataceae","species","accepted","Marcetia taxifolia",NA,"replaced synonym","Marcetia decussata","Arbusto|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
25789,"Marcetia eimeariana A.B.Martins & Woodgyer",NA,"Melastomataceae","species","accepted","Marcetia eimeariana",NA,"","Marcetia eimeariana","Arbusto|Subarbusto","Rupícola|Terrícola","Campo rupestre","Caatinga"
9647,"Marcetia ericoides (Spreng.) O.Berg ex Cogn.",NA,"Melastomataceae","species","accepted","Marcetia ericoides",NA,"","Marcetia ericoides","Arbusto|Erva|Subarbusto","Terrícola","Restinga","Caatinga|Cerrado|Mata Atlântica"
9648,"Marcetia taxifolia (A.St.-Hil.) DC.",NA,"Melastomataceae","species","accepted","Marcetia taxifolia",NA,"replaced synonym","Marcetia excoriata","Arbusto|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Marcetia fastigiata imbricata",NA,NA,NA,NA
9648,"Marcetia taxifolia (A.St.-Hil.) DC.",NA,"Melastomataceae","species","accepted","Marcetia taxifolia",NA,"replaced synonym","Marcetia fastigiata","Arbusto|Subarbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila Mista|Restinga","Amazônia|Caatinga|Cerrado|Mata Atlântica"
