id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vegetation.type,domain,corrected.name
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria anistis,NA,NA,NA,NA,Habenaria anisitsii
11650,Habenaria crucifera Rchb.f. & Warm.,NA,Orchidaceae,species,accepted,Habenaria crucifera,DD,replaced synonym,Habenaria aphylla,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria crucifera
31888,Habenaria araneiflora Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria araneiflora,NA,,Habenaria araneiflora,Erva,Terrícola,Campo Limpo|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos,Cerrado|Mata Atlântica,Habenaria araneiflora
11702,Habenaria repens Nutt.,NA,Orchidaceae,species,accepted,Habenaria repens,NA,replaced synonym,Habenaria aranifera,Erva,Terrícola,Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Aquática,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria repens
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria arechavaletae elata,NA,NA,NA,NA,Habenaria montevidensis
11689,Habenaria montevidensis Spreng.,NA,Orchidaceae,species,accepted,Habenaria montevidensis,NA,replaced synonym,Habenaria arechavaletae,Erva,Terrícola,Campo de Altitude|Campo Limpo,Mata Atlântica,Habenaria montevidensis
31889,Habenaria aricaensis Hoehne,NA,Orchidaceae,species,accepted,Habenaria aricaensis,NA,,Habenaria aricaensis,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria,Amazônia|Cerrado,Habenaria aricaensis
11644,Habenaria armata Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria armata,LC,,Habenaria armata,Erva,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta de Terra Firme|Palmeiral,Amazônia|Cerrado|Mata Atlântica,Habenaria armata
11680,Habenaria leptoceras Hook.,NA,Orchidaceae,species,accepted,Habenaria leptoceras,NA,replaced synonym,Habenaria armondiana,Erva,Terrícola,Campo rupestre|Floresta Ombrófila (= Floresta Pluvial)|Restinga,Amazônia|Mata Atlântica,Habenaria leptoceras
118440,Habenaria avicula Schltr.,NA,Orchidaceae,species,accepted,Habenaria avicula,NA,,Habenaria avicula,Erva,Terrícola,Campo rupestre|Floresta Ombrófila (= Floresta Pluvial),Amazônia,Habenaria avicula
11645,Habenaria ayangannensis Renz,NA,Orchidaceae,species,accepted,Habenaria ayangannensis,NA,,Habenaria ayangannensis,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria ayangannensis
37652,Habenaria bahiensis Schltr.,NA,Orchidaceae,species,accepted,Habenaria bahiensis,NA,,Habenaria bahiensis,Erva,Terrícola,Campo rupestre,Cerrado,Habenaria bahiensis
11646,Habenaria balansae Cogn.,NA,Orchidaceae,species,accepted,Habenaria balansae,NA,,Habenaria balansae,Erva,Terrícola,Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Palmeiral,Cerrado|Mata Atlântica,Habenaria balansae
11646,Habenaria balansae Cogn.,NA,Orchidaceae,species,accepted,Habenaria balansae,NA,replaced synonym,Habenaria balansaei,Erva,Terrícola,Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Palmeiral,Cerrado|Mata Atlântica,Habenaria balansae
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria bicornis,NA,NA,NA,NA,Habenaria bicornis
11713,Habenaria trifida Kunth,NA,Orchidaceae,species,accepted,Habenaria trifida,LC,replaced synonym,Habenaria biflora,Erva,Terrícola,Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria trifida
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria brachydactyla,NA,NA,NA,NA,Habenaria brachydactyla
11694,Habenaria parviflora Lindl.,NA,Orchidaceae,species,accepted,Habenaria parviflora,NA,replaced synonym,Habenaria brachyphyton,Erva,Terrícola,Área Antrópica|Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial),Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria parviflora
11648,Habenaria bractescens Lindl.,NA,Orchidaceae,species,accepted,Habenaria bractescens,NA,,Habenaria bractescens,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria bractescens
31890,Habenaria brevidens Lindl.,NA,Orchidaceae,species,accepted,Habenaria brevidens,NA,,Habenaria brevidens,Erva,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos,Cerrado,Habenaria brevidens
11649,Habenaria caldensis Kraenzl.,NA,Orchidaceae,species,accepted,Habenaria caldensis,NA,,Habenaria caldensis,Erva,Terrícola,Campo de Altitude|Campo Limpo|Campo rupestre,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria caldensis
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria campylogyna,NA,NA,NA,NA,NA
582404,Habenaria canastrensis J.A.N.Bat. & B.M.Carvalho,NA,Orchidaceae,species,accepted,Habenaria canastrensis,NA,,Habenaria canastrensis,Erva,Terrícola,Campo de Altitude,Mata Atlântica,Habenaria canastrensis
31891,Habenaria candolleana Cogn.,NA,Orchidaceae,species,accepted,Habenaria candolleana,NA,,Habenaria candolleana,Erva,Terrícola,Campo Limpo,Amazônia|Cerrado,Habenaria candolleana
582406,Habenaria cardiostigmatica J.A.N.Bat. & Bianch.,NA,Orchidaceae,species,accepted,Habenaria cardiostigmatica,NA,,Habenaria cardiostigmatica,Erva,Terrícola,Campo Limpo,Cerrado,Habenaria cardiostigmatica
11692,Habenaria nuda Lindl.,NA,Orchidaceae,species,accepted,Habenaria nuda,LC,,Habenaria cf. nuda,Erva,Terrícola,Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria,Amazônia|Cerrado|Mata Atlântica,NA
11708,Habenaria rupicola Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria rupicola,NA,,Habenaria cf. rupicola,Erva,Terrícola,Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu),Amazônia|Cerrado|Mata Atlântica,NA
118432,Habenaria ciliatisepala J.A.N.Bat. & Bianch.,NA,Orchidaceae,species,accepted,Habenaria ciliatisepala,NA,,Habenaria ciliatisepala,Erva,Terrícola,Campo Limpo,Cerrado,Habenaria ciliatisepala
31924,Habenaria secundiflora Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria secundiflora,NA,replaced synonym,Habenaria confusa,Erva,Terrícola,Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria,Amazônia|Cerrado,Habenaria secundiflora
11704,Habenaria rodeiensis Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria rodeiensis,LC,replaced synonym,Habenaria corcovadensis,Erva,Terrícola,Área Antrópica|Campo Limpo,Amazônia|Cerrado|Mata Atlântica,Habenaria rodeiensis
31892,Habenaria coxipoensis Hoehne,NA,Orchidaceae,species,accepted,Habenaria coxipoensis,NA,,Habenaria coxipoensis,Erva,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Habenaria coxipoensis
11650,Habenaria crucifera Rchb.f. & Warm.,NA,Orchidaceae,species,accepted,Habenaria crucifera,DD,,Habenaria crucifera,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria crucifera
31906,Habenaria leprieuri Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria leprieuri,NA,replaced synonym,Habenaria cruegeri,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga|Savana Amazônica,Amazônia|Cerrado,Habenaria leprieuri
11651,Habenaria cryptophila Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria cryptophila,NA,,Habenaria cryptophila,Erva,Terrícola,Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Vegetação Sobre Afloramentos Rochosos,Caatinga|Cerrado|Mata Atlântica,Habenaria cryptophila
31893,Habenaria culicina Rchb.f. & Warm.,NA,Orchidaceae,species,accepted,Habenaria culicina,LC,,Habenaria culicina,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu),Amazônia|Cerrado,Habenaria culicina
31906,Habenaria leprieuri Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria leprieuri,NA,replaced synonym,Habenaria culmiformis,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Restinga|Savana Amazônica,Amazônia|Cerrado,Habenaria leprieuri
11652,Habenaria cultellifolia Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria cultellifolia,NA,,Habenaria cultellifolia,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria cultellifolia
11713,Habenaria trifida Kunth,NA,Orchidaceae,species,accepted,Habenaria trifida,LC,was misspelled|replaced synonym,Habenaria curtbradei,Erva,Terrícola,Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria trifida
11713,Habenaria trifida Kunth,NA,Orchidaceae,species,accepted,Habenaria trifida,LC,was misspelled|replaced synonym,Habenaria curti-bradei,Erva,Terrícola,Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria trifida
11653,Habenaria curvilabra Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria curvilabra,NA,,Habenaria curvilabra,Erva,Terrícola,Campo Limpo|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Habenaria curvilabra
11653,Habenaria curvilabra Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria curvilabra,NA,replaced synonym,Habenaria curvilabria,Erva,Terrícola,Campo Limpo|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Habenaria curvilabra
118441,Habenaria dentifera C.Schweinf.,NA,Orchidaceae,species,accepted,Habenaria dentifera,NA,,Habenaria dentifera,Erva,Terrícola,Floresta Ombrófila (= Floresta Pluvial),Amazônia|Cerrado,Habenaria dentifera
31894,Habenaria depressifolia Hoehne,NA,Orchidaceae,species,accepted,Habenaria depressifolia,NA,,Habenaria depressifolia,Erva,Terrícola,Campinarana|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Palmeiral|Restinga|Savana Amazônica,Amazônia|Cerrado,Habenaria depressifolia
11654,Habenaria distans Griseb.,NA,Orchidaceae,species,accepted,Habenaria distans,NA,,Habenaria distans,Erva,Terrícola,Floresta Estacional Decidual|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Habenaria distans
11657,Habenaria edwallii Cogn.,NA,Orchidaceae,species,accepted,Habenaria edwallii,NA,,Habenaria edwallii,Erva,Terrícola,Campo Limpo|Palmeiral,Cerrado|Mata Atlântica,Habenaria edwallii
118433,Habenaria egleriana J.A.N.Batista & Bianchetti,NA,Orchidaceae,species,accepted,Habenaria egleriana,NA,,Habenaria egleriana,Erva,Terrícola,Campo Limpo,Cerrado,Habenaria egleriana
118433,Habenaria egleriana J.A.N.Batista & Bianchetti,NA,Orchidaceae,species,accepted,Habenaria egleriana,NA,was misspelled,Habenaria engleriana,Erva,Terrícola,Campo Limpo,Cerrado,Habenaria egleriana
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria entomantha,NA,NA,NA,NA,Habenaria entomantha
31896,Habenaria glaucophylla Barb.Rodr. var. glaucophylla,NA,Orchidaceae,variety,accepted,Habenaria glaucophylla var. glaucophylla,NA,replaced synonym,Habenaria epiphylla,Erva,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),Caatinga|Cerrado|Mata Atlântica,Habenaria glaucophylla var. glaucophylla
37660,Habenaria ernesti-ulei Hoehne,NA,Orchidaceae,species,accepted,Habenaria ernesti-ulei,EN,,Habenaria ernesti-ulei,Erva,Terrícola,Campo de Altitude,Mata Atlântica,Habenaria ernesti-ulei
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria espinhacensis,NA,NA,NA,NA,Habenaria espinhacensis
11711,Habenaria secunda Lindl.,NA,Orchidaceae,species,accepted,Habenaria secunda,NA,replaced synonym,Habenaria estrellensis,Erva,Terrícola,Campo de Altitude|Campo Limpo|Floresta Ombrófila (= Floresta Pluvial),Cerrado|Mata Atlântica,Habenaria secunda
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria eustachya,NA,NA,NA,NA,Habenaria eustachya
11660,Habenaria exaltata Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria exaltata,LC,,Habenaria exaltata,Erva,Terrícola,Cerrado (lato sensu),Cerrado|Mata Atlântica,Habenaria exaltata
11665,Habenaria gourlieana Gill. ex Lindl.,NA,Orchidaceae,species,accepted,Habenaria gourlieana,LC,replaced synonym,Habenaria fastor,Erva,Terrícola,Campo Limpo|Floresta Ciliar ou Galeria,Amazônia|Cerrado|Mata Atlântica,Habenaria gourlieana
37662,Habenaria floribunda Lindl.,NA,Orchidaceae,species,accepted,Habenaria floribunda,NA,,Habenaria floribunda,Erva,Terrícola,Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Habenaria floribunda
11661,Habenaria fluminensis Hoehne,NA,Orchidaceae,species,accepted,Habenaria fluminensis,NA,,Habenaria fluminensis,Erva,Terrícola,Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),Caatinga|Cerrado|Mata Atlântica,Habenaria fluminensis
11713,Habenaria trifida Kunth,NA,Orchidaceae,species,accepted,Habenaria trifida,LC,replaced synonym,Habenaria gehrtii,Erva,Terrícola,Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria trifida
31897,Habenaria guilleminii Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria guilleminii,NA,was misspelled,Habenaria gilleminii,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria guilleminii
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria glaucophylla brevifolia,NA,NA,NA,NA,Habenaria glaucophylla
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria glaucophylla glaucophylla,NA,NA,NA,NA,Habenaria glaucophylla
11663,Habenaria glaucophylla Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria glaucophylla,NA,,Habenaria glaucophylla,Erva,Terrícola,Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),NA,Habenaria glaucophylla
20066,Habenaria glazioviana Kraenzl.,NA,Orchidaceae,species,accepted,Habenaria glazioviana,NA,,Habenaria glazioviana,Erva,Terrícola,Campo de Várzea|Campo Limpo|Floresta de Igapó|Palmeiral|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado,Habenaria glazioviana
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria gourlieana magna,NA,NA,NA,NA,Habenaria gourlieana
11665,Habenaria gourlieana Gill. ex Lindl.,NA,Orchidaceae,species,accepted,Habenaria gourlieana,LC,,Habenaria gourlieana,Erva,Terrícola,Campo Limpo|Floresta Ciliar ou Galeria,Amazônia|Cerrado|Mata Atlântica,Habenaria gourlieana
20067,Habenaria goyazensis Cogn.,NA,Orchidaceae,species,accepted,Habenaria goyazensis,NA,,Habenaria goyazensis,Erva,Terrícola,Área Antrópica|Campo Limpo|Floresta Ciliar ou Galeria|Floresta de Terra Firme,Amazônia|Cerrado|Mata Atlântica,Habenaria goyazensis
37664,Habenaria gracilis Lindl.,NA,Orchidaceae,species,accepted,Habenaria gracilis,NA,,Habenaria gracilis,Erva,Terrícola,Campo Limpo,Cerrado|Mata Atlântica,Habenaria gracilis
20070,Habenaria imbricata Lindl.,NA,Orchidaceae,species,accepted,Habenaria imbricata,NA,replaced synonym,Habenaria graciliscapa,Erva,Terrícola,Campo de Altitude|Campo Limpo|Campo rupestre,Amazônia|Cerrado,Habenaria imbricata
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria guaraensis,NA,NA,NA,NA,Habenaria guaraensis
31897,Habenaria guilleminii Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria guilleminii,NA,was misspelled,Habenaria guillemini,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria guilleminii
31897,Habenaria guilleminii Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria guilleminii,NA,,Habenaria guilleminii,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado|Mata Atlântica,Habenaria guilleminii
11668,Habenaria gustavi-edwallii Hoehne,NA,Orchidaceae,species,accepted,Habenaria gustavi-edwallii,NA,,Habenaria gustavi-edwallii,Erva,Terrícola,Campo de Altitude,Mata Atlântica,Habenaria gustavi-edwallii
11668,Habenaria gustavi-edwallii Hoehne,NA,Orchidaceae,species,accepted,Habenaria gustavi-edwallii,NA,was misspelled,Habenaria gustavo-edwallii,Erva,Terrícola,Campo de Altitude,Mata Atlântica,Habenaria gustavi-edwallii
20068,Habenaria hamata Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria hamata,NA,,Habenaria hamata,Erva,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado,Habenaria hamata
11683,Habenaria macronectar (Vell.) Hoehne,NA,Orchidaceae,species,accepted,Habenaria macronectar,LC,replaced synonym,Habenaria helodes,Erva,Terrícola,Área Antrópica|Campo de Altitude|Campo Limpo|Campo rupestre|Floresta Estacional Semidecidual,Cerrado|Mata Atlântica,Habenaria macronectar
11671,Habenaria henscheniana Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria henscheniana,NA,,Habenaria henscheniana,Erva,Terrícola,Campo Limpo,Mata Atlântica,Habenaria henscheniana
31899,Habenaria heptadactyla Rchb.f.,NA,Orchidaceae,species,accepted,Habenaria heptadactyla,NA,,Habenaria heptadactyla,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta de Terra Firme|Savana Amazônica,Amazônia|Cerrado,Habenaria heptadactyla
31900,Habenaria heringeri Pabst,NA,Orchidaceae,species,accepted,Habenaria heringeri,NA,,Habenaria heringeri,Erva,Terrícola,Campo Limpo|Floresta Ciliar ou Galeria,Cerrado,Habenaria heringeri
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria hexandra,NA,NA,NA,NA,NA
11672,Habenaria hexaptera Lindl.,NA,Orchidaceae,species,accepted,Habenaria hexaptera,LC,,Habenaria hexaptera,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria hexaptera
11672,Habenaria hexaptera Lindl.,NA,Orchidaceae,species,accepted,Habenaria hexaptera,LC,replaced synonym,Habenaria hieronymi,Erva,Terrícola,Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria hexaptera
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria hippocrepica,NA,NA,NA,NA,Habenaria hippocrepica
11676,Habenaria jaguariahyvae Kraenzl.,NA,Orchidaceae,species,accepted,Habenaria jaguariahyvae,NA,replaced synonym,Habenaria hoehnei,Erva,Terrícola,Campo Limpo,Amazônia|Cerrado|Mata Atlântica,Habenaria jaguariahyvae
118444,Habenaria huberi Carnevali & Morillo,NA,Orchidaceae,species,accepted,Habenaria huberi,NA,,Habenaria huberi,Erva,Terrícola,Savana Amazônica,Amazônia,Habenaria huberi
20069,Habenaria humilis Cogn.,NA,Orchidaceae,species,accepted,Habenaria humilis,NA,,Habenaria humilis,Erva,Terrícola,Campo Limpo|Campo rupestre,Amazônia|Cerrado,Habenaria humilis
11673,Habenaria hydrophila Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria hydrophila,DD,,Habenaria hydrophila,Erva,Terrícola,Campo de Altitude|Campo rupestre|Cerrado (lato sensu),Cerrado|Mata Atlântica,Habenaria hydrophila
20070,Habenaria imbricata Lindl.,NA,Orchidaceae,species,accepted,Habenaria imbricata,NA,,Habenaria imbricata,Erva,Terrícola,Campo de Altitude|Campo Limpo|Campo rupestre,Amazônia|Cerrado,Habenaria imbricata
11674,Habenaria inconspicua Cogn.,NA,Orchidaceae,species,accepted,Habenaria inconspicua,NA,,Habenaria inconspicua,Erva,Terrícola,Campo Limpo,Cerrado|Mata Atlântica,Habenaria inconspicua
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria irwiniana,NA,NA,NA,NA,Habenaria irwiniana
31901,Habenaria itaculumia Garay,NA,Orchidaceae,species,accepted,Habenaria itaculumia,CR,,Habenaria itaculumia,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado,Habenaria itaculumia
11675,Habenaria itatiayae Schltr.,NA,Orchidaceae,species,accepted,Habenaria itatiayae,NA,,Habenaria itatiayae,Erva,Terrícola,Campo de Altitude|Campo Limpo|Campo rupestre|Vegetação Sobre Afloramentos Rochosos,Cerrado|Mata Atlântica,Habenaria itatiayae
11676,Habenaria jaguariahyvae Kraenzl.,NA,Orchidaceae,species,accepted,Habenaria jaguariahyvae,NA,,Habenaria jaguariahyvae,Erva,Terrícola,Campo Limpo,Amazônia|Cerrado|Mata Atlântica,Habenaria jaguariahyvae
11693,Habenaria paranaensis Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria paranaensis,NA,replaced synonym,Habenaria janeirensis,Erva,Terrícola,Campo de Altitude,Mata Atlântica,Habenaria paranaensis
11676,Habenaria jaguariahyvae Kraenzl.,NA,Orchidaceae,species,accepted,Habenaria jaguariahyvae,NA,was misspelled,Habenaria jauraiahyvae,Erva,Terrícola,Campo Limpo,Amazônia|Cerrado|Mata Atlântica,Habenaria jaguariahyvae
11677,Habenaria johannensis Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria johannensis,NA,was misspelled,Habenaria johanensis,Erva,Terrícola,Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria,Caatinga|Cerrado|Mata Atlântica,Habenaria johannensis
11677,Habenaria johannensis Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria johannensis,NA,,Habenaria johannensis,Erva,Terrícola,Campo Limpo|Campo rupestre|Floresta Ciliar ou Galeria,Caatinga|Cerrado|Mata Atlântica,Habenaria johannensis
NA,NA,NA,NA,NA,NA,NA,NA,not found,Habenaria josephensis integrilabia,NA,NA,NA,NA,Habenaria josephensis
11679,Habenaria josephensis Barb.Rodr.,NA,Orchidaceae,species,accepted,Habenaria josephensis,NA,,Habenaria josephensis,Erva,Terrícola,Área Antrópica|Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),Mata Atlântica,Habenaria josephensis
31903,Habenaria juruenensis Hoehne,NA,Orchidaceae,species,accepted,Habenaria juruenensis,NA,,Habenaria juruenensis,Erva,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria,Amazônia|Cerrado,Habenaria juruenensis
31903,Habenaria juruenensis Hoehne,NA,Orchidaceae,species,accepted,Habenaria juruenensis,NA,was misspelled,Habenaria juruensis,Erva,Terrícola,Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria,Amazônia|Cerrado,Habenaria juruenensis
11713,Habenaria trifida Kunth,NA,Orchidaceae,species,accepted,Habenaria trifida,LC,replaced synonym,Habenaria kuhlmannii,Erva,Terrícola,Área Antrópica|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos,Amazônia|Caatinga|Cerrado|Mata Atlântica,Habenaria trifida
31904,Habenaria lagunae-sanctae Kraenzl.,NA,Orchidaceae,species,accepted,Habenaria lagunae-sanctae,NA,,Habenaria lagunae-sanctae,Erva,Terrícola,Campo Limpo|Campo rupestre,Cerrado,Habenaria lagunae-sanctae
31917,Habenaria orchiocalcar Hoehne,NA,Orchidaceae,species,accepted,Habenaria orchiocalcar,NA,replaced synonym,Habenaria lancipetala,Erva,Terrícola,Campo Limpo|Palmeiral,Amazônia|Cerrado,Habenaria orchiocalcar
