"id","institutioncode","collectioncode","catalognumber","genus","species","subspecies","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","municipality_gbif","datsrc","gen_sp"
340,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89768","Diplusodon","helianthemifolius",NA,"T. B. Cavalcanti","4229","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","Goias",NA,"Serra dos Pireneus. 18km do trevo de Anápolis e Goiânia em direção ao Parque. Próximo à antena. Campo rupestre",-48.834722,-15.793056,"Pirenópolis","gbif","Diplusodon helianthemifolius"
341,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89729","Diplusodon","helianthemifolius",NA,"T. B. Cavalcanti","4191","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","Goias",NA,"Serra dos Pireneus. 14km do trevo de Anápolis e Goiânia em direção ao Parque. Campo rupestre com cerrado adjacente",-48.856111,-15.801667,"Pirenópolis","gbif","Diplusodon helianthemifolius"
342,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","89292","Diplusodon","uninervius",NA,"T. B. Cavalcanti","30119","Souza, V.C.","Minas Gerais",NA,"Serra do Cabral. Campo arenoso, com transição para cerrado.",-44.195278,-17.708333,"Joaquim Felício","gbif","Diplusodon uninervius"
347,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","83486","Diplusodon","virgatus",NA,"T. B. Cavalcanti","913","Mazine, F.F.; Vieira, S. ; Tsuji, R.","Goias",NA,"Ca. 8 km na rodovia Uruaçu - Niquelândia. Próximo a rio. Trecho de terra",-48.3412,-14.2743,"Uruaçu","gbif","Diplusodon virgatus"
348,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","83502","Diplusodon","virgatus",NA,"T. B. Cavalcanti","929","Mazine, F.F.; Vieira, S. ; Tsuji, R.","Goias",NA,"Rodovia Corumbá de Goiás - Pirenópolis. Estrada de terra. Cerrado. Próximo a plantação de soja.",-48.846111,-15.934722,"Corumbá de Goiás","gbif","Diplusodon virgatus"
349,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","82266","Diplusodon","helianthemifolius",NA,"T. B. Cavalcanti","119","Araújo, A.O.; Duarte, A.R.; Mazine, F.F.; Tsuji, R.","Minas Gerais",NA,"32 km de Caçaratiba (Caiçara), na estrada Itacambira-Caçaratiba. 880m.s.m.",-43.07,-17.1001,"Itacambira","gbif","Diplusodon helianthemifolius"
350,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","82248","Diplusodon","helianthemifolius",NA,"T. B. Cavalcanti","101","Araújo, A.O.; Duarte, A.R.; Mazine, F.F.; Tsuji, R.","Minas Gerais",NA,"32 km de Caçaratiba (Caiçara), na estrada Itacambira-Caçaratiba. 860m.s.m.",-43.07,-17.1001,"Itacambira","gbif","Diplusodon helianthemifolius"
351,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","81611","Diplusodon","capitalensis",NA,"T. B. Cavalcanti","913","Forster, W.; Elias, S.I.; Uliana, V.L.C.R.","Distrito Federal",NA,"Reserva Ecológica do IBGE, Mata ciliar da nascente do Rio Taquara",-47.888333,-15.958889,"Brasília","gbif","Diplusodon capitalensis"
359,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","78047","Diplusodon","orbicularis",NA,"T. B. Cavalcanti","28549","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","Minas Gerais",NA,"Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 117",-43.547778,-19.271111,"Santana do Riacho","gbif","Diplusodon orbicularis"
360,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","77884","Diplusodon","ciliiflorus",NA,"T. B. Cavalcanti","28386","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","Minas Gerais",NA,"Estrada para Araçuaí, ca. 2km de Diamantina. Campo rupestre.",-43.3537,-18.1301,"Diamantina","gbif","Diplusodon ciliiflorus"
361,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","77723","Diplusodon","nitidus",NA,"T. B. Cavalcanti","28225","Souza, V.C.; Sampaio, D.; Elias, S.I.; Araújo, A.O.; Romão, G.O.","Minas Gerais",NA,"Estrada Itacambira - Juramento, ca. 9 km de Itacambira. Campo rupestre.",-43.3204,-16.5807,"Itacambira","gbif","Diplusodon nitidus"
365,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","74206","Diplusodon","epilobioides",NA,"T. B. Cavalcanti","25955","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","Bahia",NA,"Cerca de 5 km de Caetité em direção a Brejinho das Ametistas. Campo limpo de cerrado (gerais).",-42.302,-14.0625,"Caetité","gbif","Diplusodon epilobioides"
368,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","74086","Diplusodon","epilobioides",NA,"T. B. Cavalcanti","25835","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","Minas Gerais",NA,"Estrada para Virgem da Lapa, ca. 2 km de Grão Mogol (próximo à antena de televisão). Campo rupestre com cerrado adjacente.",-42.5232,-16.3339,"Grão Mogol","gbif","Diplusodon epilobioides"
371,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","73475","Diplusodon","ciliiflorus",NA,"T. B. Cavalcanti","25224","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","Minas Gerais",NA,"Serra do Cipó. Próximo à estátua do Juquinha. 19o15'30""""S, 43o33'04""""W. Campo rupestre.",-43.551111,-19.258333,"Santana do Riacho","gbif","Diplusodon ciliiflorus"
383,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","60077","Diplusodon","lanceolatus",NA,"T. B. Cavalcanti","22078","Souza, V.C. ; Souza, J.P.","Minas Gerais",NA,"Serra do Cabral. 17o43'48,1""""S, 44o10'25,0""""W. Campo rupestre.",-44.173611,-17.730028,"Joaquim Felício","gbif","Diplusodon lanceolatus"
384,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","60002","Diplusodon","lanceolatus",NA,"T. B. Cavalcanti","22003","Souza, V.C. ; Souza, J.P.","Minas Gerais",NA,"Serra do Cabral. 17o43'44,5""""S, 44o10'33,8""""W. Campo rupestre.",-44.176056,-17.729028,"Joaquim Felício","gbif","Diplusodon lanceolatus"
387,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","44002","Diplusodon","virgatus",NA,"T. B. Cavalcanti","17830","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","Mato Grosso",NA,"Estrada do Capixaba. Cerca de 20km NE de Tapurah. Savana arborizada com mata ciliar adjacente",-56.22,-12.37,"Tapurah","gbif","Diplusodon virgatus"
389,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","43994","Diplusodon","bolivianus",NA,"T. B. Cavalcanti","17617","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","Mato Grosso",NA,"Estrada para Projeto Ipiranga. 55 km de Tapurah. Savana arborizada.",-56.11,-12.22,"Tapurah","gbif","Diplusodon bolivianus"
390,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","43993","Diplusodon","strigosus",NA,"T. B. Cavalcanti","15042","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","Mato Grosso",NA,"Estrada Água Boa -Nova Xavantina, Ca. 32 km antes da entrada de Canarana. Savana arborizada (cerrado)",-51.5652,-13.2315,"Canarana","gbif","Diplusodon strigosus"
392,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","43998","Diplusodon","oblongus",NA,"T. B. Cavalcanti","3472","Árbocz, G.F.; Ivanauskas, N.M.; Silva, M.M.R.; Zanella, J.","Mato Grosso",NA,"Distrito de Indianópolis, Fazenda Brasil (divisa com Fazenda Roncador). Savana Florestada (Cerrado). Relevo plano.",-52.2582,-15.0535,"Barra do Garças","gbif","Diplusodon oblongus"
394,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","44000","Diplusodon","virgatus",NA,"T. B. Cavalcanti","16844","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","Mato Grosso",NA,"Fazenda Pequeno Figueiredo. Cerca de 4 Km N (em linha reta) de Diamantino. Savana arborizada (cerrado).",-56.27,-14.2,"Diamantino","gbif","Diplusodon virgatus"
395,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","44003","Diplusodon","virgatus",NA,"T. B. Cavalcanti","1415","Nave, A.G.; Dário, F.R. Lopes, R.F.; Bertani, D.F.","Mato Grosso",NA,"Estrada para o rio Teles Pires. Savana Arbórea Aberta. Beira de estrada, antropizada",-55.161,-13.346,"Nova Ubiratã","gbif","Diplusodon virgatus"
396,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","43995","Diplusodon","bolivianus",NA,"T. B. Cavalcanti","17863","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","Mato Grosso",NA,"Estrada do Capixaba. Cerca de 20km NE de Tapurah. Savana arborizada com mata ciliar adjacente",-56.22,-12.37,"Tapurah","gbif","Diplusodon bolivianus"
397,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","44001","Diplusodon","oblongus",NA,"T. B. Cavalcanti","18014","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","Mato Grosso",NA,"Fazenda Arinos. Savana Arborizada, solo arenoso",-56.29,-13.51,"São José do Rio Claro","gbif","Diplusodon oblongus"
403,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","36190","Diplusodon","speciosus",NA,"T. B. Cavalcanti","14966","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","Mato Grosso",NA,"Estrada Água Boa -Nova Xavantina, Ca. 40 km após a entrada de Canarana. Savana arborizada (cerrado)",-52.0439,-13.5429,"Canarana","gbif","Diplusodon speciosus"
446,"JBRJ","RB","RB01402747","Diplusodon","minasensis",NA,"T. B. Cavalcanti","2382","R. Mello-Silva; J.R. Pirani; M.F.A. Calió; K.B.Lepis; R.Riina; J.Lovo","Minas Gerais",NA,"Serra do cipó, serra talhada. fazenda Vereda do Combota, alto da serra do João Camilo, 6,8 km sudoeste da estrada Congonhas do norte.",-43.7525,-18.810833,"Congonhas do Norte","gbif","Diplusodon minasensis"
468,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","95836","Diplusodon","parvifolius",NA,"T. B. Cavalcanti","1248","R. M. Harley","Bahia",NA,"Serra ao Sul do Riacho da Taquara.",-41.916667,-13.25,"ABAÍRA","gbif","Diplusodon parvifolius"
469,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","95837","Diplusodon","parvifolius",NA,"T. B. Cavalcanti","2310","P. T. Sano","Bahia",NA,"Campo do Cigano",-41.916667,-13.25,"ABAÍRA","gbif","Diplusodon parvifolius"
470,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","95838","Diplusodon","ulei","ulei","T. B. Cavalcanti","50391","R. M. Harley","Bahia",NA,"Quebrada da Serra do Atalho.",-41.833333,-13.216667,"PIATÃ","gbif","Diplusodon ulei"
494,"Cenargen","CEN","105196","Diplusodon","villosus",NA,"T. B. Cavalcanti","2946","Carlos Romero Martins","Distrito Federal",NA,"Parque Nacional de Brasília - Entorno da estrada da trilha Cristal.",-47.928888,-15.732777,"BRASILIA","gbif","Diplusodon villosus"
495,"Cenargen","CEN","105125","Diplusodon","adpressipilus",NA,"T. B. Cavalcanti","410","Gustavo Paiva Evangelista Rocha","Goias",NA,"Chapada dos Veadeiros, margem da GO - 239.",-47.759722,-14.152777,"ALTO PARAISO DE GOIAS","gbif","Diplusodon adpressipilus"
497,"Cenargen","CEN","104992","Diplusodon","hirsutus",NA,"T. B. Cavalcanti","7173","Márcio Verdi - RB","Minas Gerais",NA,"Morro do Chapéu. Na base do morro.",-42.9225,-16.722222,"CRISTALIA","gbif","Diplusodon hirsutus"
508,"Universidade Federal da Bahia (UFBA)","ALCB","68926","Diplusodon","quintuplinervius",NA,"T. B. Cavalcanti","69503","Hatschbach, G; Spichiger, R; Cervi, AC; Barbosa, E","Minas Gerais",NA,"Serra de Cabral, próximo de Armazém da Laje",-44.166667,-17.75,"Joaquim Felício","gbif","Diplusodon quintuplinervius"
519,"UFU","HUFU","72352","Diplusodon","virgatus",NA,"T. B. Cavalcanti","s.n.","Barcelos, L.","Minas Gerais",NA,"Clube Caça e Peca Itororó",-48.295833,-18.9825,"Uberlândia","gbif","Diplusodon virgatus"
520,"UFU","HUFU","72384","Diplusodon","rotundifolius",NA,"T. B. Cavalcanti","18274","Matinelli, G.; Martins, E.; Pougy, N.; Maurenza, D. & Verdi, M.","Minas Gerais",NA,"Estrada MG 220, Entre Diamantina e Conselheiro da Mata, 5Km após entrada para Galheiros.",-43.736944,-18.294167,"Diamantina","gbif","Diplusodon rotundifolius"
521,"UFU","HUFU","72333","Diplusodon","virgatus",NA,"T. B. Cavalcanti","s.n.","Garcia, A.","Minas Gerais",NA,"Clube Caça e Peca Itororó, Encontrado em área de cerradp stricto sensi (dentro da reserva).",-48.295833,-18.9825,"Uberlândia","gbif","Diplusodon virgatus"
522,"UFU","HUFU","70488","Diplusodon","uninervius",NA,"T. B. Cavalcanti","29","Machado, F.A.; Echternacht, L.; Sano, P.T.; Cota, M.M.T.; Roque, N.; Trovó, M.; et al .","Minas Gerais",NA,"Parque Nacional das Sempre-vivas., Campos são domingos a oeste do alojamento",-43.801389,-17.906944,"Olhos d'água","gbif","Diplusodon uninervius"
526,"NY","NY","00923818","Diplusodon","kielmeyeroides",NA,"T. B. Cavalcanti","2268","T. B. Cavalcanti","Minas Gerais","Coromandel","Entroncamento Vazante-Coromandel, MG-188, km. 38, Serra da Caraça.",-47.0833,-18.1178,NA,"gbif","Diplusodon kielmeyeroides"
529,"NY","NY","00923852","Diplusodon","leucocalycinus",NA,"T. B. Cavalcanti","384","T. B. Cavalcanti","Goias","Alto Paraíso de Goiás","GO-118.  Alto Paraiso de Goias - Teresina de Goias km 31",-47.37,-13.57,NA,"gbif","Diplusodon leucocalycinus"
530,"NY","NY","818338","Diplusodon","villosus",NA,"A. Lourteig","19226","H. S. Irwin","Goias","Cocalzinho de Goiás","20 km N.W. of Corumbá de Goiás, near Pico dos Pirineus.  Serra dos Pirineus.",-48.95,-15.88,NA,"gbif","Diplusodon villosus"
531,"NY","NY","00923929","Diplusodon","oblongus",NA,"T. B. Cavalcanti","3038","B. M. T. Walter","Goias","Uruaçu","Estrada de terra da GO-237. Para a Fazenda Ponte Alta. entre a Fazenda Agua Quente e Ponte Alta. Área de influência do AHE Serra da Mesa.",-48.95,-14.63,NA,"gbif","Diplusodon oblongus"
535,"NY","NY","00940289","Diplusodon","helianthemifolius","helianthemifolius","T. B. Cavalcanti","955","S. A. T. Graham","Minas Gerais","Diamantina","100 km. N of Diamantina on road to Virgem da Lapa (BR 367).",-43.6004898201051,-18.2531772779915,NA,"gbif","Diplusodon helianthemifolius"
536,"NY","NY","00923982","Diplusodon","rosmarinifolius",NA,"T. B. Cavalcanti","58174","G. T. Prance","Distrito Federal","Brasília","2 km. N.E. of Brasília",-47.9298726661488,-15.7834208090807,NA,"gbif","Diplusodon rosmarinifolius"
539,"NY","NY","00923882","Diplusodon","oblongus",NA,"A. Lourteig","6517","H. S. Irwin","Mato Grosso",NA,"Ca. 1 km. N.E. of Garapú.",-52.57,-13.18,NA,"gbif","Diplusodon oblongus"
540,"NY","NY","00923874","Diplusodon","minasensis",NA,"T. B. Cavalcanti","220","T. B. Cavalcanti","Minas Gerais","Diamantina","BR-367 - Conselheiro Mata; 21 km",-43.88,-18.3,NA,"gbif","Diplusodon minasensis"
542,"NY","NY","00923871","Diplusodon","marginatus",NA,"T. B. Cavalcanti","3283","B. M. T. Walter","Goias","Minaçú","Estrada Minacú/ Serra da Mesa. Cerca de 25 km de Minacú. Area de influencia do AHE Serra da Mesa",-48.43,-13.82,NA,"gbif","Diplusodon marginatus"
544,"NY","NY","00980601","Diplusodon","glaziovii",NA,"T. B. Cavalcanti","2305","T. B. Cavalcanti","Minas Gerais","Diamantina","Estrada BR-259- Conselheiro Mata, km 26",-43.8789,-18.3,NA,"gbif","Diplusodon glaziovii"
545,"NY","NY","00924070","Diplusodon","virgatus",NA,"A. Lourteig","7331","H. S. Irwin","Goias","Caiapônia","Ca. 50 km. S. of Caiapônia, on rd. to Jataí.  Serra do Caiapó.",-51.77,-17.32,NA,"gbif","Diplusodon virgatus"
546,"NY","NY","00940292","Diplusodon","helianthemifolius","helianthemifolius","T. B. Cavalcanti","2296","T. B. Cavalcanti","Minas Gerais","Diamantina","Estrada Diamantina, km. 1.",-43.6186,-18.1681,NA,"gbif","Diplusodon helianthemifolius"
550,"NY","NY","00940244","Diplusodon","ciliiflorus",NA,"S. A. Graham","35457","W. R. Anderson","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 5 km SW of Diamantina, km 305 on MG 259",-43.6007,-18.24015,NA,"gbif","Diplusodon ciliiflorus"
551,"NY","NY","00924596","Diplusodon","ramosissimus",NA,"T. B. Cavalcanti","152","K. Calago","Distrito Federal","Brasília","Bacia do Rio Maranhao",-47.68,-15.5,NA,"gbif","Diplusodon ramosissimus"
552,"NY","NY","424598","Diplusodon","parvifolius",NA,"T. B. Cavalcanti","303","T. B. Cavalcanti","Bahia","Rio de Contas","Mato Grosso - Rio de Contas: km 5",-41.88,-13.32,NA,"gbif","Diplusodon parvifolius"
553,"NY","NY","00923954","Diplusodon","puberulus",NA,"A. Lourteig","27221","H. S. Irwin","Minas Gerais",NA,"Upper slopes of Serra do Cabral, ca. 3 km W. of Cantoni",-44.13,-17.57,NA,"gbif","Diplusodon puberulus"
555,"NY","NY","00924074","Diplusodon","virgatus",NA,"A. Lourteig","15479","H. S. Irwin","Goias","Formosa","Fazenda J. Teles, ca. 10 km N.W. of Formosa, Goiás, near source of Rio Paraná",-47.43,-15.4,NA,"gbif","Diplusodon virgatus"
557,"NY","NY","00923970","Diplusodon","ramosissimus",NA,"T. B. Cavalcanti","58096","J. M. Pires","Distrito Federal","Brasília","Entre Brasília e Fercal.",-47.9298726661488,-15.7834208090807,NA,"gbif","Diplusodon ramosissimus"
560,"NY","NY","00940279","Diplusodon","glaucescens",NA,"S. A. Graham","982","S. A. T. Graham","Minas Gerais","Gouveia","Ca. 25 km SW of Gouveia on access road to the television tower at Barro Preto.",-43.7407994499746,-18.4581810723501,NA,"gbif","Diplusodon glaucescens"
562,"NY","NY","01405319","Diplusodon","leucocalycinus",NA,"T. B. Cavalcanti","7188","W. R. Anderson","Goias","Teresina de Goiás","Chapada dos Veadeiros, 24 km by road S of Terezina",-47.42163,-13.92979,NA,"gbif","Diplusodon leucocalycinus"
563,"NY","NY","00923933","Diplusodon","orbicularis",NA,"T. B. Cavalcanti","19996","H. S. Irwin","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-43.4,-18.87,NA,"gbif","Diplusodon orbicularis"
564,"NY","NY","00940247","Diplusodon","ciliiflorus",NA,"T. B. Cavalcanti","202","T. B. Cavalcanti","Minas Gerais","Diamantina","Estrada Diamantina-Biribiri, km. 4.5.",-43.68,-18.22,NA,"gbif","Diplusodon ciliiflorus"
566,"NY","NY","445429","Diplusodon","puberulus",NA,"A. Lourteig","5945","W. W. Thomas","Minas Gerais","Joaquim Felício","Serra do Cabrál, hills above Joaquim Felício, along or near road to TV tower",-44.2,-17.75,NA,"gbif","Diplusodon puberulus"
567,"NY","NY","00923853","Diplusodon","longipes",NA,"T. B. Cavalcanti","4422","G. Pereira-Silva","Goias","Cavalcante","Estrada Balsa """"Porto dos Paulistas"""" (Rio Tocantins) para HV cerca de 5.8 km. da balsa",-47.8561,-13.6853,NA,"gbif","Diplusodon longipes"
568,"NY","NY","00924000","Diplusodon","sessiliflorus",NA,"T. B. Cavalcanti","13897","H. S. Irwin","Distrito Federal","Brasília","West margin of Lagoa Paranoá",-47.83,-15.78,NA,"gbif","Diplusodon sessiliflorus"
569,"NY","NY","00924038","Diplusodon","villosissimus",NA,"A. Lourteig","31509","G. G. Hatschbach","Minas Gerais","Sete Lagoas","Sete Lagoas",-44.2469347799407,-19.4695994427192,NA,"gbif","Diplusodon villosissimus"
570,"NY","NY","00924036","Diplusodon","villosissimus",NA,"T. B. Cavalcanti","Ser. I116","A. F. Regnell","Minas Gerais","Caldas","Cidade de Caldas",-46.3861849281818,-21.9274384280909,NA,"gbif","Diplusodon villosissimus"
572,"NY","NY","424597","Diplusodon","parvifolius",NA,"A. Lourteig",NA,"G. G. Hatschbach","Bahia","Rio de Contas","Estr. p/ Mato Grosso",-41.8114683539125,-13.582879880292,NA,"gbif","Diplusodon parvifolius"
574,"NY","NY","00924599","Diplusodon","strigosus",NA,"T. B. Cavalcanti","717","R. F. Vieira","Goias","Padre Bernardo","Estrada de Brazilandia/Padre Bernardo a esquerda; na estrada de chao",-48.25,-15.55,NA,"gbif","Diplusodon strigosus"
577,"NY","NY","00924045","Diplusodon","villosus",NA,"A. Lourteig","31900","H. S. Irwin","Goias","São João d'Aliança","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança, near Riacho",-47.5333,-14.72711,NA,"gbif","Diplusodon villosus"
578,"NY","NY","00924057","Diplusodon","virgatus",NA,"T. B. Cavalcanti","2547","E. P. Heringer","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.",-47.9298726661488,-15.7834208090807,NA,"gbif","Diplusodon virgatus"
579,"NY","NY","00940246","Diplusodon","ciliiflorus",NA,"S. A. Graham","CFCR8721?","J. R. Pirani","Minas Gerais","Diamantina","Datas. Estrada Curvelo-Diamantina, km 108, em estrada vicinal",-43.6004898201051,-18.2531772779915,NA,"gbif","Diplusodon ciliiflorus"
