"id","scientific.name","accepted.name","family","taxon.rank","taxon.status","search.str","threat.status","notes","original.search","life.form","habitat","vegetation.type","domain"
65075,"Cattleya cinnabarina (Bateman ex Lindl.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya cinnabarina","LC","","Cattleya cinnabarina","Erva","Rupícola|Terrícola","Campo de Altitude|Campo rupestre","Mata Atlântica"
65076,"Cattleya coccinea Lindl.",NA,"Orchidaceae","species","accepted","Cattleya coccinea","LC","","Cattleya coccinea","Erva","Epífita|Rupícola","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
65078,"Cattleya colnagoi (Chiron & V.P.Castro) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya colnagoi",NA,"","Cattleya colnagoi",NA,"Rupícola","Campo de Altitude","Mata Atlântica"
65083,"Cattleya crispata (Thunb.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya crispata","NT","replaced synonym","Cattleya conceicionensis",NA,NA,NA,NA
65081,"Cattleya crispa Lindl.",NA,"Orchidaceae","species","accepted","Cattleya crispa","VU","","Cattleya crispa","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
65083,"Cattleya crispata (Thunb.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya crispata","NT","","Cattleya crispata",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya dayana",NA,NA,NA,NA
11333,"Cattleya dormaniana Rchb.f.",NA,"Orchidaceae","species","accepted","Cattleya dormaniana","EN","","Cattleya dormaniana","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
20008,"Cattleya elongata Barb.Rodr.",NA,"Orchidaceae","species","accepted","Cattleya elongata",NA,"","Cattleya elongata","Erva","Rupícola","Vegetação Sobre Afloramentos Rochosos","Caatinga|Cerrado"
65098,"Cattleya endsfeldzii (Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya endsfeldzii","CR","","Cattleya endsfeldzii","Erva","Rupícola","Campo rupestre","Cerrado"
65100,"Cattleya esalqueana (Blumensch. ex Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya esalqueana",NA,"","Cattleya esalqueana","Erva","Rupícola","Campo rupestre","Cerrado"
65083,"Cattleya crispata (Thunb.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya crispata","NT","replaced synonym","Cattleya flava",NA,NA,NA,NA
65103,"Cattleya flavasulina (F.E.L.Miranda & K.G.Lacerda) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya flavasulina",NA,"","Cattleya flavasulina","Erva","Rupícola","Campo rupestre","Cerrado"
11334,"Cattleya forbesii Lindl.",NA,"Orchidaceae","species","accepted","Cattleya forbesii",NA,"","Cattleya forbesii","Erva","Epífita","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Restinga","Mata Atlântica"
65106,"Cattleya fournieri (Cogn.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya fournieri",NA,"","Cattleya fournieri","Erva","Rupícola","Campo rupestre","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya gaezeriana",NA,NA,NA,NA
65112,"Cattleya ghillanyi (Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya ghillanyi","EN","","Cattleya ghillanyi","Erva","Rupícola","Campo rupestre","Cerrado"
65117,"Cattleya grandis (Lindl. & Paxton) A.A.Chadwick",NA,"Orchidaceae","species","accepted","Cattleya grandis",NA,"","Cattleya grandis","Erva","Epífita|Rupícola","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
11335,"Cattleya granulosa Lindl.",NA,"Orchidaceae","species","accepted","Cattleya granulosa","VU","","Cattleya granulosa","Erva","Epífita","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga","Mata Atlântica"
582465,"Cattleya guanhanensis (Campacci) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya guanhanensis",NA,"","Cattleya guanhanensis","Erva","Rupícola","Campo rupestre",NA
11336,"Cattleya guttata Lindl.",NA,"Orchidaceae","species","accepted","Cattleya guttata","VU","","Cattleya guttata","Erva","Epífita|Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga","Mata Atlântica"
65137,"Cattleya harpophylla (Rchb.f.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya harpophylla","VU","","Cattleya harpophylla","Erva","Epífita",NA,NA
11337,"Cattleya harrisoniana Batem. ex Lindl.",NA,"Orchidaceae","species","accepted","Cattleya harrisoniana","VU","","Cattleya harrisoniana","Erva","Epífita","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
583088,"Cattleya hatae (V.P.Castro & K.G.Lacerda) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya hatae",NA,"","Cattleya hatae","Erva","Rupícola","Vegetação Sobre Afloramentos Rochosos","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya heitoriana",NA,NA,NA,NA
11338,"Cattleya intermedia Grah.",NA,"Orchidaceae","species","accepted","Cattleya intermedia","VU","","Cattleya intermedia","Erva","Epífita|Rupícola","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
65153,"Cattleya itambana (Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya itambana",NA,"","Cattleya itambana","Erva","Rupícola","Campo rupestre","Cerrado"
65154,"Cattleya jongheana (Rchb.f.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya jongheana","EN","","Cattleya jongheana","Erva","Epífita|Rupícola","Campo rupestre|Floresta Ombrófila (= Floresta Pluvial)","Cerrado|Mata Atlântica"
11339,"Cattleya kerrii Brieger & Bicalho",NA,"Orchidaceae","species","accepted","Cattleya kerrii",NA,"","Cattleya kerrii","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
65156,"Cattleya kettieana (Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya kettieana",NA,"","Cattleya kettieana","Erva","Rupícola","Campo rupestre","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya labendziana",NA,NA,NA,NA
11340,"Cattleya labiata Lindl.",NA,"Orchidaceae","species","accepted","Cattleya labiata","VU","","Cattleya labiata","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Caatinga|Mata Atlântica"
37380,"Cattleya lawrenceana Rchb.f.",NA,"Orchidaceae","species","accepted","Cattleya lawrenceana",NA,"","Cattleya lawrenceana","Erva","Epífita","Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)","Amazônia"
65189,"Cattleya liliputana (Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya liliputana",NA,"","Cattleya liliputana","Erva","Rupícola|Terrícola","Campo rupestre","Cerrado"
11341,"Cattleya loddigesii Lindl.",NA,"Orchidaceae","species","accepted","Cattleya loddigesii",NA,"","Cattleya loddigesii","Erva","Epífita","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)","Cerrado|Mata Atlântica"
65195,"Cattleya longipes (Rchb.f.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya longipes",NA,"","Cattleya longipes","Erva","Rupícola","Campo rupestre","Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya lucasiana",NA,NA,NA,NA
65196,"Cattleya luetzelburgii Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya luetzelburgii",NA,"","Cattleya luetzelburgii","Erva","Rupícola",NA,NA
65197,"Cattleya lundii (Rchb.f. & Warm.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya lundii",NA,"","Cattleya lundii","Erva","Epífita","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual","Cerrado|Mata Atlântica"
65204,"Cattleya mantiqueirae (Fowlie) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya mantiqueirae",NA,"","Cattleya mantiqueirae",NA,NA,NA,NA
65205,"Cattleya marcaliana (Campacci & Chiron) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya marcaliana",NA,"","Cattleya marcaliana","Erva","Epífita",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya mesquitae",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya mixta",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya mossiae",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya mottei",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya nevesiana",NA,NA,NA,NA
583083,"Cattleya nevesii (Campacci) J.H.M.Shaw",NA,"Orchidaceae","species","accepted","Cattleya nevesii",NA,"","Cattleya nevesii","Erva","Rupícola","Campo rupestre","Mata Atlântica"
20010,"Cattleya nobilior Rchb.f.",NA,"Orchidaceae","species","accepted","Cattleya nobilior","NT","","Cattleya nobilior","Erva","Epífita|Rupícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)","Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya ostermayerii",NA,NA,NA,NA
65229,"Cattleya pabstii (F.E.L.Miranda & K.G.Lacerda) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya pabstii",NA,"","Cattleya pabstii","Erva","Rupícola","Campo rupestre","Cerrado"
65235,"Cattleya perrinii Lindl.",NA,"Orchidaceae","species","accepted","Cattleya perrinii","VU","","Cattleya perrinii","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
65236,"Cattleya pfisteri (Pabst & Senghas) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya pfisteri",NA,"","Cattleya pfisteri","Erva","Rupícola","Campo rupestre","Caatinga"
11342,"Cattleya porphyroglossa Linden & Rchb.f.",NA,"Orchidaceae","species","accepted","Cattleya porphyroglossa","CR","","Cattleya porphyroglossa","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos","Mata Atlântica"
65239,"Cattleya praestans (Rchb.f.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya praestans",NA,"","Cattleya praestans","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
65240,"Cattleya presidentensis (Campacci) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya presidentensis",NA,"","Cattleya presidentensis","Erva","Rupícola","Campo rupestre","Cerrado"
582439,"Cattleya cernua (Lindl.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya cernua","LC","replaced synonym","Cattleya pterocarpa","Erva","Epífita","Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos","Caatinga|Cerrado|Mata Atlântica"
65243,"Cattleya pumila Hook.",NA,"Orchidaceae","species","accepted","Cattleya pumila","VU","","Cattleya pumila","Erva","Epífita","Campo rupestre|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos","Cerrado|Mata Atlântica"
582441,"Cattleya purpurata (Lindl. & Paxton) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya purpurata","VU","","Cattleya purpurata","Erva","Epífita|Rupícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga","Mata Atlântica"
65247,"Cattleya pygmaea (Pabst) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya pygmaea","EN","","Cattleya pygmaea",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya regentii",NA,NA,NA,NA
65254,"Cattleya rupestris (Lindl.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya rupestris",NA,"","Cattleya rupestris","Erva","Rupícola","Campo rupestre","Caatinga|Cerrado"
65255,"Cattleya sanguiloba (Withner) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya sanguiloba",NA,"","Cattleya sanguiloba","Erva","Rupícola","Campo rupestre","Cerrado|Mata Atlântica"
11343,"Cattleya schilleriana Rchb.f.",NA,"Orchidaceae","species","accepted","Cattleya schilleriana","EN","","Cattleya schilleriana","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
11335,"Cattleya granulosa Lindl.",NA,"Orchidaceae","species","accepted","Cattleya granulosa","VU","replaced synonym","Cattleya schofieldiana","Erva","Epífita","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya schofieldiana tedescoana",NA,NA,NA,NA
65261,"Cattleya sincorana (Schltr.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya sincorana","EN","","Cattleya sincorana","Erva","Epífita|Rupícola","Campo rupestre|Vegetação Sobre Afloramentos Rochosos","Caatinga"
11329,"Cattleya Lindl.",NA,"Orchidaceae","genus","accepted","Cattleya sp.",NA,"","Cattleya sp.",NA,NA,NA,NA
65271,"Cattleya tenebrosa (Rolfe) A.A.Chadwick",NA,"Orchidaceae","species","accepted","Cattleya tenebrosa","EN","","Cattleya tenebrosa","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya tenuata",NA,NA,NA,NA
20011,"Cattleya tenuis Campacci & Vedovello",NA,"Orchidaceae","species","accepted","Cattleya tenuis","EN","","Cattleya tenuis","Erva","Epífita|Rupícola","Campo rupestre|Carrasco|Floresta Estacional Semidecidual|Vegetação Sobre Afloramentos Rochosos","Caatinga|Cerrado"
65272,"Cattleya tereticaulis (Hoehne) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya tereticaulis",NA,"","Cattleya tereticaulis","Erva","Rupícola","Campo rupestre","Cerrado"
11345,"Cattleya tigrina A.Rich.",NA,"Orchidaceae","species","accepted","Cattleya tigrina","VU","","Cattleya tigrina","Erva","Epífita|Rupícola","Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya trianae",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya varelae",NA,NA,NA,NA
582469,"Cattleya vasconcelosiana (Campacci) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya vasconcelosiana",NA,"","Cattleya vasconcelosiana","Erva","Rupícola","Campo rupestre","Cerrado"
11346,"Cattleya velutina Rchb.f.",NA,"Orchidaceae","species","accepted","Cattleya velutina","VU","","Cattleya velutina","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya venosa",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya victoriacarolinae",NA,NA,NA,NA
31788,"Cattleya violacea (Kunth) Rolfe",NA,"Orchidaceae","species","accepted","Cattleya violacea",NA,"","Cattleya violacea","Erva","Epífita","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea","Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya violacea splendens",NA,NA,NA,NA
65292,"Cattleya virens (Lindl.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya virens","LC","","Cattleya virens","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
582470,"Cattleya viridiflora (Verola & Semir) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya viridiflora",NA,"","Cattleya viridiflora","Erva","Rupícola","Campo rupestre","Cerrado"
31789,"Cattleya walkeriana Gardner",NA,"Orchidaceae","species","accepted","Cattleya walkeriana","VU","","Cattleya walkeriana","Erva","Epífita|Rupícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual","Amazônia|Cerrado"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya walkeriana princeps",NA,NA,NA,NA
11347,"Cattleya warneri T.Moore",NA,"Orchidaceae","species","accepted","Cattleya warneri","VU","","Cattleya warneri","Erva","Epífita","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya warscewiczii",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya warszewiczii",NA,NA,NA,NA
65303,"Cattleya wittigiana (Barb.Rodr.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya wittigiana","EN","","Cattleya wittigiana",NA,NA,NA,NA
65304,"Cattleya xanthina (Lindl.) Van den Berg",NA,"Orchidaceae","species","accepted","Cattleya xanthina","EN","","Cattleya xanthina","Erva","Epífita","Floresta Ombrófila (= Floresta Pluvial)","Mata Atlântica"
NA,NA,NA,NA,NA,NA,NA,NA,"not found","Cattleya zaslawskyii",NA,NA,NA,NA
