id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vegetation.type,domain,corrected.name
65272,Cattleya tereticaulis (Hoehne) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya tereticaulis,NA,,Cattleya tereticaulis,Erva,Rupícola,Campo rupestre,Cerrado,Cattleya tereticaulis
11345,Cattleya tigrina A.Rich.,NA,Orchidaceae,species,accepted,Cattleya tigrina,VU,,Cattleya tigrina,Erva,Epífita|Rupícola,Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos,Mata Atlântica,Cattleya tigrina
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya trianae,NA,NA,NA,NA,Cattleya trianae
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya varelae,NA,NA,NA,NA,Cattleya varelae
582469,Cattleya vasconcelosiana (Campacci) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya vasconcelosiana,NA,,Cattleya vasconcelosiana,Erva,Rupícola,Campo rupestre,Cerrado,Cattleya vasconcelosiana
11346,Cattleya velutina Rchb.f.,NA,Orchidaceae,species,accepted,Cattleya velutina,VU,,Cattleya velutina,Erva,Epífita,Floresta Ombrófila (= Floresta Pluvial),Mata Atlântica,Cattleya velutina
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya venosa,NA,NA,NA,NA,Cattleya venosa
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya victoriacarolinae,NA,NA,NA,NA,NA
31788,Cattleya violacea (Kunth) Rolfe,NA,Orchidaceae,species,accepted,Cattleya violacea,NA,,Cattleya violacea,Erva,Epífita,Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Terra Firme|Floresta de Várzea,Amazônia|Cerrado,Cattleya violacea
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya violacea splendens,NA,NA,NA,NA,Cattleya violacea
65292,Cattleya virens (Lindl.) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya virens,LC,,Cattleya virens,Erva,Epífita,Floresta Ombrófila (= Floresta Pluvial),Mata Atlântica,Cattleya virens
582470,Cattleya viridiflora (Verola & Semir) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya viridiflora,NA,,Cattleya viridiflora,Erva,Rupícola,Campo rupestre,Cerrado,Cattleya viridiflora
31789,Cattleya walkeriana Gardner,NA,Orchidaceae,species,accepted,Cattleya walkeriana,VU,,Cattleya walkeriana,Erva,Epífita|Rupícola,Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual,Amazônia|Cerrado,Cattleya walkeriana
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya walkeriana princeps,NA,NA,NA,NA,Cattleya walkeriana
11347,Cattleya warneri T.Moore,NA,Orchidaceae,species,accepted,Cattleya warneri,VU,,Cattleya warneri,Erva,Epífita,Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial),Mata Atlântica,Cattleya warneri
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya warscewiczii,NA,NA,NA,NA,Cattleya warscewiczii
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya warszewiczii,NA,NA,NA,NA,Cattleya warscewiczii
65303,Cattleya wittigiana (Barb.Rodr.) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya wittigiana,EN,,Cattleya wittigiana,NA,NA,NA,NA,Cattleya wittigiana
65304,Cattleya xanthina (Lindl.) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya xanthina,EN,,Cattleya xanthina,Erva,Epífita,Floresta Ombrófila (= Floresta Pluvial),Mata Atlântica,Cattleya xanthina
NA,NA,NA,NA,NA,NA,NA,NA,not found,Cattleya zaslawskyii,NA,NA,NA,NA,NA
